season,week,roster_id,position,slot,eligible_owned,mean_four_week_increment,mean_four_week_cumulative
2023,13,1,TE,2,2,0.06055870556640616,0.1384198984374998
2023,13,2,QB,1,1,0.0,0.0
2023,13,2,RB,1,2,0.0,0.0
2023,13,2,RB,2,2,0.0,0.0
2023,13,2,WR,1,4,0.08657851464843741,0.08657851464843741
2023,13,2,WR,2,4,0.014429752441406235,0.10100826708984365
2023,13,2,WR,3,4,0.07936363842773429,0.18037190551757792
2023,13,2,WR,4,4,0.05050413354492182,0.23087603906249976
2023,13,3,QB,1,3,0.0,0.0
2023,13,3,QB,2,3,0.0,0.0
2023,13,3,QB,3,3,0.0,0.0
2023,13,3,RB,1,6,0.02218504248046873,0.02218504248046873
2023,13,3,RB,2,6,0.04437008496093746,0.06655512744140618
2023,13,3,RB,3,6,0.03697507080078122,0.1035301982421874
2023,13,3,RB,4,6,0.04437008496093746,0.14790028320312487
2023,13,3,RB,5,6,0.03697507080078122,0.18487535400390606
2023,13,3,RB,6,6,0.0517650991210937,0.23664045312499976
2023,13,3,WR,1,3,0.0,0.0
2023,13,3,WR,2,3,0.0,0.0
2023,13,3,WR,3,3,0.0,0.0
2023,13,3,TE,1,2,0.06375029467773445,0.06375029467773445
2023,13,3,TE,2,2,0.05625026000976569,0.12000055468750015
2023,13,4,QB,1,2,0.11931624023437498,0.11931624023437498
2023,13,4,QB,2,2,0.19886040039062497,0.31817664062499995
2023,13,4,RB,1,2,0.16556313354492191,0.16556313354492191
2023,13,4,RB,2,2,0.08672354614257816,0.25228667968750007
2023,13,4,WR,1,3,0.0197688666992187,0.0197688666992187
2023,13,4,WR,2,3,0.008512958496093757,0.028281825195312457
2023,13,4,WR,3,3,0.013163706054687488,0.041445531249999945
2023,13,5,RB,1,3,0.0,0.0
2023,13,5,RB,2,3,0.0,0.0
2023,13,5,RB,3,3,0.0,0.0
2023,13,5,WR,1,4,0.0,0.0
2023,13,5,WR,2,4,0.0,0.0
2023,13,5,WR,3,4,0.0,0.0
2023,13,5,WR,4,4,0.0,0.0
2023,13,5,TE,1,1,0.0,0.0
2023,13,6,QB,1,5,0.03703327636718757,0.03703327636718757
2023,13,6,QB,2,5,0.07406655273437514,0.1110998291015627
2023,13,6,QB,3,5,0.05925324218750011,0.17035307128906282
2023,13,6,QB,4,5,0.02221996582031254,0.19257303710937534
2023,13,6,QB,5,5,0.04443993164062508,0.23701296875000044
2023,13,6,RB,1,1,0.0,0.0
2023,13,6,WR,1,2,0.0,0.0
2023,13,6,WR,2,2,0.0,0.0
2023,13,6,TE,1,1,0.015366054687499853,0.015366054687499853
2023,13,7,QB,1,3,0.14132453686523438,0.14132453686523438
2023,13,7,QB,2,3,0.14893405786132818,0.29025859472656257
2023,13,7,QB,3,3,0.05413789746093755,0.3443964921875001
2023,13,7,RB,1,5,0.00015162158203126108,0.00015162158203126108
2023,13,7,RB,2,5,5.0540527343753694e-05,0.00020216210937501478
2023,13,7,RB,3,5,0.00022743237304689162,0.0004295944824219064
2023,13,7,RB,4,5,0.00025270263671876847,0.0006822971191406749
2023,13,7,RB,5,5,0.00012635131835938423,0.0008086484375000591
2023,13,7,WR,1,1,0.0,0.0
2023,13,7,TE,1,1,0.06445889062499988,0.06445889062499988
2023,13,8,QB,1,2,0.0061823232421875235,0.0061823232421875235
2023,13,8,QB,2,2,0.004808473632812518,0.010990796875000042
2023,13,8,WR,1,9,0.03880387158203118,0.03880387158203118
2023,13,8,WR,2,9,0.06115359277343744,0.09995746435546862
2023,13,8,WR,3,9,0.048963804687499946,0.14892126904296854
2023,13,8,WR,4,9,0.041503760253906195,0.19042502929687477
2023,13,8,WR,5,9,0.04038445068359373,0.23080947998046847
2023,13,8,WR,6,9,0.04970319995117187,0.28051267993164036
2023,13,8,WR,7,9,0.06412090991210936,0.34463358984374975
2023,13,8,WR,8,9,0.07479392919921879,0.41942751904296854
2023,13,8,WR,9,9,0.041537230957031296,0.4609647499999998
2023,13,9,QB,1,3,0.0,0.0
2023,13,9,QB,2,3,0.0,0.0
2023,13,9,QB,3,3,0.0,0.0
2023,13,9,RB,1,6,0.030165401855468732,0.030165401855468732
2023,13,9,RB,2,6,0.03254162988281248,0.06270703173828121
2023,13,9,RB,3,6,0.0330585949707031,0.09576562670898431
2023,13,9,RB,4,6,0.00965909594726562,0.10542472265624993
2023,13,9,RB,5,6,0.044059988769531225,0.14948471142578115
2023,13,9,RB,6,6,0.024070647949218732,0.17355535937499988
2023,13,9,WR,1,1,0.0,0.0
2023,13,9,TE,1,2,0.0,0.0
2023,13,9,TE,2,2,0.0,0.0
2023,13,10,RB,1,4,0.0,0.0
2023,13,10,RB,2,4,0.0,0.0
2023,13,10,RB,3,4,0.0,0.0
2023,13,10,RB,4,4,0.0,0.0
2023,13,10,WR,1,4,0.00591387670898438,0.00591387670898438
2023,13,10,WR,2,4,0.021684214599609394,0.027598091308593774
2023,13,10,WR,3,4,0.01182775341796876,0.039425844726562534
2023,13,10,WR,4,4,0.02365550683593752,0.06308135156250005
2023,13,11,QB,1,4,0.043046105712890595,0.043046105712890595
2023,13,11,QB,2,4,0.043046105712890595,0.08609221142578119
2023,13,11,QB,3,4,0.03826320507812497,0.12435541650390616
2023,13,11,QB,4,4,0.02869740380859373,0.1530528203124999
2023,13,11,RB,1,2,0.03214153320312503,0.03214153320312503
2023,13,11,RB,2,2,0.01928491992187502,0.05142645312500005
2023,13,11,WR,1,4,0.0,0.0
2023,13,11,WR,2,4,0.0,0.0
2023,13,11,WR,3,4,0.0,0.0
2023,13,11,WR,4,4,0.0,0.0
2023,13,11,TE,1,2,0.032337527832031206,0.032337527832031206
2023,13,11,TE,2,2,0.02853311279296871,0.06087064062499992
2023,13,12,QB,1,1,0.0,0.0
2023,13,12,RB,1,2,0.0,0.0
2023,13,12,RB,2,2,0.0,0.0
2023,13,12,WR,1,5,0.0,0.0
2023,13,12,WR,2,5,0.0,0.0
2023,13,12,WR,3,5,0.0,0.0
2023,13,12,WR,4,5,0.0,0.0
2023,13,12,WR,5,5,0.0,0.0
2023,13,12,TE,1,1,0.0,0.0
2023,14,1,QB,1,6,0.0,0.0
2023,14,1,QB,2,6,0.0,0.0
2023,14,1,QB,3,6,0.0,0.0
2023,14,1,QB,4,6,0.0,0.0
2023,14,1,QB,5,6,0.0,0.0
2023,14,1,QB,6,6,0.0,0.0
2023,14,1,RB,1,4,0.0,0.0
2023,14,1,RB,2,4,0.0,0.0
2023,14,1,RB,3,4,0.0,0.0
2023,14,1,RB,4,4,0.0,0.0
2023,14,1,TE,1,1,0.0,0.0
2023,14,2,QB,1,1,0.0,0.0
2023,14,2,RB,1,3,0.0038741103515624875,0.0038741103515624875
2023,14,2,RB,2,3,0.0032284252929687396,0.007102535644531227
2023,14,2,RB,3,3,0.0032284252929687396,0.010330960937499967
2023,14,2,WR,1,3,0.021204289550781213,0.021204289550781213
2023,14,2,WR,2,3,0.023324718505859335,0.04452900805664055
2023,14,2,WR,3,3,0.023324718505859335,0.06785372656249988
2023,14,2,TE,1,1,0.16322174218749985,0.16322174218749985
2023,14,3,QB,1,3,0.0,0.0
2023,14,3,QB,2,3,0.0,0.0
2023,14,3,QB,3,3,0.0,0.0
2023,14,3,RB,1,4,0.0,0.0
2023,14,3,RB,2,4,0.0,0.0
2023,14,3,RB,3,4,0.0,0.0
2023,14,3,RB,4,4,0.0,0.0
2023,14,3,WR,1,3,0.0,0.0
2023,14,3,WR,2,3,0.0,0.0
2023,14,3,WR,3,3,0.0,0.0
2023,14,3,TE,1,2,0.052500242675781315,0.052500242675781315
2023,14,3,TE,2,2,0.06750031201171883,0.12000055468750015
2023,14,4,QB,1,2,0.14914530029296874,0.14914530029296874
2023,14,4,QB,2,2,0.1690313403320312,0.31817664062499995
2023,14,4,RB,1,2,0.18141119531250005,0.18141119531250005
2023,14,4,RB,2,2,0.18141119531250005,0.3628223906250001
2023,14,4,WR,1,3,0.01651928076171872,0.01651928076171872
2023,14,4,WR,2,3,0.014246901367187481,0.0307661821289062
2023,14,4,WR,3,3,0.010679349121093744,0.041445531249999945
2023,14,5,RB,1,3,0.03108798779296859,0.03108798779296859
2023,14,5,RB,2,3,0.01776456445312491,0.0488525522460935
2023,14,5,RB,3,3,0.022205705566406136,0.07105825781249964
2023,14,5,WR,1,4,0.0,0.0
2023,14,5,WR,2,4,0.0,0.0
2023,14,5,WR,3,4,0.0,0.0
2023,14,5,WR,4,4,0.0,0.0
2023,14,5,TE,1,1,0.0,0.0
2023,14,6,QB,1,5,0.06836259033203138,0.06836259033203138
2023,14,6,QB,2,5,0.052749025878906355,0.12111161621093774
2023,14,6,QB,3,5,0.09638870361328145,0.2175003198242192
2023,14,6,QB,4,5,0.053549279785156355,0.2710495996093756
2023,14,6,QB,5,5,0.07166579101562515,0.34271539062500067
2023,14,6,RB,1,1,0.0,0.0
2023,14,6,WR,1,2,0.0,0.0
2023,14,6,WR,2,2,0.0,0.0
2023,14,6,TE,1,2,0.08128754541015626,0.08128754541015626
2023,14,6,TE,2,2,0.08629431396484377,0.16758185937500003
2023,14,7,QB,1,3,0.034059614257812565,0.034059614257812565
2023,14,7,QB,2,3,0.017029807128906282,0.05108942138671885
2023,14,7,QB,3,3,0.0267611254882813,0.07785054687500015
2023,14,7,RB,1,5,0.011556235839843741,0.011556235839843741
2023,14,7,RB,2,5,0.030816628906249977,0.04237286474609372
2023,14,7,RB,3,5,0.030816628906249977,0.0731894936523437
2023,14,7,RB,4,5,0.023112471679687482,0.09630196533203117
2023,14,7,RB,5,5,0.02696455029296873,0.1232665156249999
2023,14,7,WR,1,1,0.0,0.0
2023,14,7,TE,1,1,0.06445889062499988,0.06445889062499988
2023,14,8,QB,1,2,0.004808473632812518,0.004808473632812518
2023,14,8,QB,2,2,0.0061823232421875235,0.010990796875000042
2023,14,8,WR,1,7,0.05296204248046878,0.05296204248046878
2023,14,8,WR,2,7,0.021653093749999998,0.07461513623046878
2023,14,8,WR,3,7,0.03561249755859376,0.11022763378906253
2023,14,8,WR,4,7,0.035228426757812514,0.14545606054687504
2023,14,8,WR,5,7,0.048358982666015626,0.19381504321289067
2023,14,8,WR,6,7,0.034479180419921866,0.22829422363281254
2023,14,8,WR,7,7,0.05162275292968749,0.27991697656250003
2023,14,9,QB,1,3,0.0,0.0
2023,14,9,QB,2,3,0.0,0.0
2023,14,9,QB,3,3,0.0,0.0
2023,14,9,RB,1,5,0.04034146289062497,0.04034146289062497
2023,14,9,RB,2,5,0.03372974389648435,0.07407120678710932
2023,14,9,RB,3,5,0.03507204174804686,0.10914324853515618
2023,14,9,RB,4,5,0.03372974389648435,0.14287299243164053
2023,14,9,RB,5,5,0.03068236694335935,0.17355535937499988
2023,14,9,WR,1,1,0.0,0.0
2023,14,9,TE,1,2,0.0,0.0
2023,14,9,TE,2,2,0.0,0.0
2023,14,10,RB,1,4,0.0,0.0
2023,14,10,RB,2,4,0.0,0.0
2023,14,10,RB,3,4,0.0,0.0
2023,14,10,RB,4,4,0.0,0.0
2023,14,10,WR,1,3,0.0,0.0
2023,14,10,WR,2,3,0.0,0.0
2023,14,10,WR,3,3,0.0,0.0
2023,14,11,QB,1,3,0.0,0.0
2023,14,11,QB,2,3,0.0,0.0
2023,14,11,QB,3,3,0.0,0.0
2023,14,11,RB,1,2,0.03053445654296878,0.03053445654296878
2023,14,11,RB,2,2,0.02089199658203127,0.05142645312500005
2023,14,11,WR,1,2,0.0,0.0
2023,14,11,WR,2,2,0.0,0.0
2023,14,11,TE,1,2,0.04027585400390618,0.04027585400390618
2023,14,11,TE,2,2,0.030770567871093692,0.07104642187499988
2023,14,12,QB,1,1,0.0,0.0
2023,14,12,RB,1,2,0.0,0.0
2023,14,12,RB,2,2,0.0,0.0
2023,14,12,WR,1,6,0.008280052734375043,0.008280052734375043
2023,14,12,WR,2,6,0.0041400263671875215,0.012420079101562564
2023,14,12,WR,3,6,0.007245046142578163,0.019665125244140727
2023,14,12,WR,4,6,0.005175032958984402,0.02484015820312513
2023,14,12,WR,5,6,0.0041400263671875215,0.02898018457031265
2023,14,12,WR,6,6,0.0041400263671875215,0.03312021093750017
2023,14,12,TE,1,1,0.0,0.0
2023,15,1,QB,1,6,0.0494830227050781,0.0494830227050781
2023,15,1,QB,2,6,0.022744125976562477,0.07222714868164057
2023,15,1,QB,3,6,0.023060728515624965,0.09528787719726554
2023,15,1,QB,4,6,0.013725626220703106,0.10901350341796866
2023,15,1,QB,5,6,0.013804776855468725,0.12281828027343737
2023,15,1,QB,6,6,0.022744125976562456,0.14556240624999983
2023,15,1,RB,1,5,0.0,0.0
2023,15,1,RB,2,5,0.0,0.0
2023,15,1,RB,3,5,0.0,0.0
2023,15,1,RB,4,5,0.0,0.0
2023,15,1,RB,5,5,0.0,0.0
2023,15,1,WR,1,1,0.04193365625000012,0.04193365625000012
2023,15,1,TE,1,1,0.0,0.0
2023,15,2,QB,1,1,0.07195385937499976,0.07195385937499976
2023,15,2,RB,1,3,0.0035512678222656135,0.0035512678222656135
2023,15,2,RB,2,3,0.004519795410156235,0.008071063232421849
2023,15,2,RB,3,3,0.0022598977050781177,0.010330960937499967
2023,15,2,WR,1,3,0.03180643432617182,0.03180643432617182
2023,15,2,WR,2,3,0.01696343164062497,0.04876986596679679
2023,15,2,WR,3,3,0.019083860595703092,0.06785372656249988
2023,15,2,TE,1,1,0.19874957812499983,0.19874957812499983
2023,15,3,QB,1,3,0.032226398437500026,0.032226398437500026
2023,15,3,QB,2,3,0.014099049316406261,0.04632544775390629
2023,15,3,QB,3,3,0.018127349121093764,0.06445279687500005
2023,15,3,RB,1,4,0.0,0.0
2023,15,3,RB,2,4,0.0,0.0
2023,15,3,RB,3,4,0.0,0.0
2023,15,3,RB,4,4,0.0,0.0
2023,15,3,WR,1,4,0.07686606738281243,0.07686606738281243
2023,15,3,WR,2,4,0.032027528076171846,0.10889359545898428
2023,15,3,WR,3,4,0.05764955053710932,0.1665431459960936
2023,15,3,WR,4,4,0.038433033691406215,0.20497617968749982
2023,15,3,TE,1,2,0.05591354931640628,0.05591354931640628
2023,15,3,TE,2,2,0.07188884912109379,0.12780239843750008
2023,15,4,QB,1,1,0.0,0.0
2023,15,4,RB,1,2,0.21398058691406255,0.21398058691406255
2023,15,4,RB,2,2,0.27511789746093757,0.48909848437500014
2023,15,4,WR,1,3,0.05543658325195308,0.05543658325195308
2023,15,4,WR,2,3,0.03695772216796872,0.0923943054199218
2023,15,4,WR,3,3,0.025870405517578104,0.1182647109374999
2023,15,5,RB,1,3,0.07164231445312477,0.07164231445312477
2023,15,5,RB,2,3,0.04408757812499986,0.11572989257812463
2023,15,5,RB,3,3,0.06062041992187481,0.17635031249999944
2023,15,5,WR,1,5,0.005753755859374959,0.005753755859374959
2023,15,5,WR,2,5,0.0050345363769530894,0.010788292236328049
2023,15,5,WR,3,5,0.0043153168945312195,0.015103609130859268
2023,15,5,WR,4,5,0.0035960974121093496,0.018699706542968618
2023,15,5,WR,5,5,0.0043153168945312195,0.023015023437499837
2023,15,5,TE,1,1,0.0,0.0
2023,15,6,QB,1,4,0.10389888940429687,0.10389888940429687
2023,15,6,QB,2,4,0.13453917382812502,0.2384380632324219
2023,15,6,QB,3,4,0.08179039697265632,0.3202284602050782
2023,15,6,QB,4,4,0.10580152416992196,0.42602998437500017
2023,15,6,RB,1,1,0.0,0.0
2023,15,6,WR,1,3,0.0,0.0
2023,15,6,WR,2,3,0.0,0.0
2023,15,6,WR,3,3,0.0,0.0
2023,15,6,TE,1,2,0.11632076171875003,0.11632076171875003
2023,15,6,TE,2,2,0.10019098828124998,0.21651175
2023,15,7,QB,1,3,0.17303288623046864,0.17303288623046864
2023,15,7,QB,2,3,0.08782544824218749,0.26085833447265616
2023,15,7,QB,3,3,0.08455498583984379,0.34541332031249994
2023,15,7,RB,1,5,0.027519058105468716,0.027519058105468716
2023,15,7,RB,2,5,0.02357456152343747,0.051093619628906184
2023,15,7,RB,3,5,0.04705670507812494,0.09815032470703114
2023,15,7,RB,4,5,0.019814900878906222,0.11796522558593736
2023,15,7,RB,5,5,0.00825866503906248,0.12622389062499983
2023,15,7,WR,1,1,0.0,0.0
2023,15,7,TE,1,1,0.0,0.0
2023,15,8,QB,1,2,0.006525785644531275,0.006525785644531275
2023,15,8,QB,2,2,0.004465011230468767,0.010990796875000042
2023,15,8,WR,1,6,0.06049547045898443,0.06049547045898443
2023,15,8,WR,2,6,0.04292920849609381,0.10342467895507823
2023,15,8,WR,3,6,0.050498062744140655,0.15392274169921888
2023,15,8,WR,4,6,0.07353248779296877,0.22745522949218766
2023,15,8,WR,5,6,0.027228732421875033,0.25468396191406273
2023,15,8,WR,6,6,0.05249683496093752,0.3071807968750002
2023,15,9,QB,1,3,0.0,0.0
2023,15,9,QB,2,3,0.0,0.0
2023,15,9,QB,3,3,0.0,0.0
2023,15,9,RB,1,4,0.029648436767578112,0.029648436767578112
2023,15,9,RB,2,4,0.03811941870117186,0.06776785546874997
2023,15,9,RB,3,4,0.04235490966796873,0.1101227651367187
2023,15,9,RB,4,4,0.02541294580078124,0.13553571093749994
2023,15,9,WR,1,1,0.0,0.0
2023,15,9,TE,1,2,0.0,0.0
2023,15,9,TE,2,2,0.0,0.0
2023,15,10,RB,1,4,0.0,0.0
2023,15,10,RB,2,4,0.0,0.0
2023,15,10,RB,3,4,0.0,0.0
2023,15,10,RB,4,4,0.0,0.0
2023,15,10,WR,1,4,0.028102165527343764,0.028102165527343764
2023,15,10,WR,2,4,0.011240866210937506,0.03934303173828127
2023,15,10,WR,3,4,0.02248173242187501,0.06182476416015628
2023,15,10,WR,4,4,0.028102165527343764,0.08992692968750005
2023,15,11,QB,1,3,0.0,0.0
2023,15,11,QB,2,3,0.0,0.0
2023,15,11,QB,3,3,0.0,0.0
2023,15,11,RB,1,3,0.012856613281250012,0.012856613281250012
2023,15,11,RB,2,3,0.01928491992187502,0.03214153320312503
2023,15,11,RB,3,3,0.01928491992187502,0.05142645312500005
2023,15,11,WR,1,2,0.03224107543945306,0.03224107543945306
2023,15,11,WR,2,2,0.0365398854980468,0.06878096093749986
2023,15,11,TE,1,1,0.08460990624999998,0.08460990624999998
2023,15,12,QB,1,1,0.0,0.0
2023,15,12,RB,1,2,0.0,0.0
2023,15,12,RB,2,2,0.0,0.0
2023,15,12,WR,1,6,0.02138122558593754,0.02138122558593754
2023,15,12,WR,2,6,0.008552490234375015,0.029933715820312554
2023,15,12,WR,3,6,0.008552490234375015,0.03848620605468757
2023,15,12,WR,4,6,0.014966857910156277,0.053453063964843846
2023,15,12,WR,5,6,0.0064143676757812615,0.05986743164062511
2023,15,12,WR,6,6,0.008552490234375015,0.06841992187500012
2023,15,12,TE,1,1,0.0,0.0
2024,3,1,QB,1,2,0.0,0.0
2024,3,1,QB,2,2,0.0,0.0
2024,3,1,RB,1,7,0.02069084960937495,0.02069084960937495
2024,3,1,RB,2,7,0.012931781005859344,0.033622630615234295
2024,3,1,RB,3,7,0.012931781005859344,0.04655441162109364
2024,3,1,RB,4,7,0.010345424804687475,0.056899836425781114
2024,3,1,RB,5,7,0.0077590686035156065,0.06465890502929672
2024,3,1,RB,6,7,0.0077590686035156065,0.07241797363281233
2024,3,1,RB,7,7,0.010345424804687475,0.0827633984374998
2024,3,1,WR,1,4,0.14396741918945294,0.14396741918945294
2024,3,1,WR,2,4,0.11186788745117177,0.2558353066406247
2024,3,1,WR,3,4,0.06431501074218743,0.3201503173828121
2024,3,1,WR,4,4,0.053185206054687434,0.37333552343749954
2024,3,1,TE,1,1,0.0,0.0
2024,3,2,QB,1,1,0.0,0.0
2024,3,2,RB,1,5,0.09225492187499995,0.09225492187499995
2024,3,2,RB,2,5,0.05765932617187497,0.14991424804687492
2024,3,2,RB,3,5,0.06919119140624996,0.21910543945312488
2024,3,2,RB,4,5,0.046127460937499976,0.26523290039062486
2024,3,2,RB,5,5,0.10378678710937495,0.3690196874999998
2024,3,2,WR,1,5,0.0,0.0
2024,3,2,WR,2,5,0.0,0.0
2024,3,2,WR,3,5,0.0,0.0
2024,3,2,WR,4,5,0.0,0.0
2024,3,2,WR,5,5,0.0,0.0
2024,3,2,TE,1,2,0.0,0.0
2024,3,2,TE,2,2,0.0,0.0
2024,3,3,QB,1,10,0.006510863281249987,0.006510863281249987
2024,3,3,QB,2,10,0.0016277158203124968,0.008138579101562484
2024,3,3,QB,3,10,0.0048831474609374904,0.013021726562499975
2024,3,3,QB,4,10,0.0032554316406249936,0.016277158203124968
2024,3,3,QB,5,10,0.013021726562499975,0.029298884765624943
2024,3,3,QB,6,10,0.0048831474609374904,0.03418203222656244
2024,3,3,QB,7,10,0.0016277158203124968,0.03580974804687493
2024,3,3,QB,8,10,0.0032554316406249936,0.039065179687499924
2024,3,3,QB,9,10,0.006510863281249987,0.04557604296874991
2024,3,3,QB,10,10,0.006510863281249987,0.0520869062499999
2024,3,3,RB,1,4,0.04558986035156248,0.04558986035156248
2024,3,3,RB,2,4,0.11397465087890621,0.1595645112304687
2024,3,3,RB,3,4,0.10257718579101559,0.26214169702148427
2024,3,3,RB,4,4,0.10257718579101559,0.36471888281249987
2024,3,3,WR,1,4,0.07217387939453121,0.07217387939453121
2024,3,3,WR,2,4,0.07217387939453121,0.14434775878906242
2024,3,3,WR,3,4,0.05773910351562497,0.20208686230468742
2024,3,3,WR,4,4,0.028869551757812487,0.2309564140624999
2024,3,3,TE,1,2,0.0,0.0
2024,3,3,TE,2,2,0.0,0.0
2024,3,4,QB,1,1,0.0,0.0
2024,3,4,RB,1,1,0.2492425078124998,0.2492425078124998
2024,3,4,WR,1,6,0.09622915258789058,0.09622915258789058
2024,3,4,WR,2,6,0.1173346674804687,0.21356382006835928
2024,3,4,WR,3,6,0.09829572216796871,0.311859542236328
2024,3,4,WR,4,6,0.1045051789550781,0.4163647211914061
2024,3,4,WR,5,6,0.06249570385742187,0.478860425048828
2024,3,4,WR,6,6,0.044282473388671875,0.5231428984374998
2024,3,4,TE,1,2,0.2951835612792967,0.2951835612792967
2024,3,4,TE,2,2,0.27038082934570296,0.5655643906249996
2024,3,5,QB,1,2,0.0,0.0
2024,3,5,QB,2,2,0.0,0.0
2024,3,5,RB,1,3,0.0,0.0
2024,3,5,RB,2,3,0.0,0.0
2024,3,5,RB,3,3,0.0,0.0
2024,3,5,WR,1,8,0.015637420898437518,0.015637420898437518
2024,3,5,WR,2,8,0.010424947265625012,0.02606236816406253
2024,3,5,WR,3,8,0.01071911669921876,0.03678148486328129
2024,3,5,WR,4,8,0.005212473632812506,0.041993958496093796
2024,3,5,WR,5,8,0.00926891357421876,0.051262872070312555
2024,3,5,WR,6,8,0.010992642089843768,0.062255514160156324
2024,3,5,WR,7,8,0.011875150390625012,0.07413066455078134
2024,3,5,WR,8,8,0.00926891357421876,0.0833995781250001
2024,3,5,TE,1,2,0.0006377570800781135,0.0006377570800781135
2024,3,5,TE,2,2,0.00033406323242186897,0.0009718203124999825
2024,3,6,QB,1,4,0.0,0.0
2024,3,6,QB,2,4,0.0,0.0
2024,3,6,QB,3,4,0.0,0.0
2024,3,6,QB,4,4,0.0,0.0
2024,3,6,RB,1,3,0.01719344409179682,0.01719344409179682
2024,3,6,RB,2,3,0.03849698095703116,0.055690425048827985
2024,3,6,RB,3,3,0.02198019213867181,0.07767061718749979
2024,3,6,WR,1,4,0.03083692968749996,0.03083692968749996
2024,3,6,WR,2,4,0.04625539453124994,0.0770923242187499
2024,3,6,WR,3,4,0.03083692968749996,0.10792925390624986
2024,3,6,WR,4,4,0.056534371093749924,0.16446362499999978
2024,3,6,TE,1,1,0.0,0.0
2024,3,7,QB,1,4,0.1049854858398436,0.1049854858398436
2024,3,7,QB,2,4,0.04199419433593744,0.14697968017578106
2024,3,7,QB,3,4,0.09448693725585926,0.24146661743164033
2024,3,7,QB,4,4,0.09448693725585926,0.33595355468749954
2024,3,7,RB,1,9,0.015369510498046829,0.015369510498046829
2024,3,7,RB,2,9,0.011355625244140612,0.02672513574218744
2024,3,7,RB,3,9,0.013941672851562482,0.04066680859374992
2024,3,7,RB,4,9,0.0200700969238281,0.06073690551757802
2024,3,7,RB,5,9,0.01384783129882812,0.07458473681640615
2024,3,7,RB,6,9,0.01660334472656249,0.09118808154296863
2024,3,7,RB,7,9,0.009917945556640613,0.10110602709960925
2024,3,7,RB,8,9,0.008701614501953128,0.10980764160156237
2024,3,7,RB,9,9,0.011457045898437483,0.12126468749999986
2024,3,7,WR,1,1,0.14516528906250004,0.14516528906250004
2024,3,7,TE,1,1,0.0,0.0
2024,3,8,QB,1,4,0.0,0.0
2024,3,8,QB,2,4,0.0,0.0
2024,3,8,QB,3,4,0.0,0.0
2024,3,8,QB,4,4,0.0,0.0
2024,3,8,RB,1,2,0.0,0.0
2024,3,8,RB,2,2,0.0,0.0
2024,3,8,WR,1,10,0.03605496630859369,0.03605496630859369
2024,3,8,WR,2,10,0.034206844970703074,0.07026181127929677
2024,3,8,WR,3,10,0.039400721191406196,0.10966253247070296
2024,3,8,WR,4,10,0.032487653564453066,0.14215018603515603
2024,3,8,WR,5,10,0.023717343749999953,0.16586752978515598
2024,3,8,WR,6,10,0.023461692382812465,0.18932922216796844
2024,3,8,WR,7,10,0.026344661865234317,0.21567388403320276
2024,3,8,WR,8,10,0.03968704516601555,0.2553609291992183
2024,3,8,WR,9,10,0.022334216308593707,0.27769514550781205
2024,3,8,WR,10,10,0.020898237304687452,0.2985933828124995
2024,3,9,QB,1,3,0.06376173925781246,0.06376173925781246
2024,3,9,QB,2,3,0.09918492773437494,0.1629466669921874
2024,3,9,QB,3,3,0.06376173925781246,0.22670840624999988
2024,3,9,RB,1,6,0.09237592041015621,0.09237592041015621
2024,3,9,RB,2,6,0.15361421679687498,0.24599013720703122
2024,3,9,RB,3,6,0.09313923999023432,0.33912937719726555
2024,3,9,RB,4,6,0.14009051977539055,0.4792198969726561
2024,3,9,RB,5,6,0.06532852636718744,0.5445484233398435
2024,3,9,RB,6,6,0.09237592041015619,0.6369243437499997
2024,3,9,WR,1,5,0.09419184936523428,0.09419184936523428
2024,3,9,WR,2,5,0.07116522949218743,0.16535707885742174
2024,3,9,WR,3,5,0.1680724372558592,0.3334295161132809
2024,3,9,WR,4,5,0.16870242578124983,0.5021319418945307
2024,3,9,WR,5,5,0.06718989404296868,0.5693218359374994
2024,3,9,TE,1,3,0.1685964863281249,0.1685964863281249
2024,3,9,TE,2,3,0.2884976874999999,0.45709417382812473
2024,3,9,TE,3,3,0.21729177148437495,0.6743859453124997
2024,3,10,QB,1,3,0.0,0.0
2024,3,10,QB,2,3,0.0,0.0
2024,3,10,QB,3,3,0.0,0.0
2024,3,10,RB,1,4,0.030110345947265624,0.030110345947265624
2024,3,10,RB,2,4,0.029143339355468756,0.05925368530273438
2024,3,10,RB,3,4,0.03226664624023437,0.09152033154296875
2024,3,10,RB,4,4,0.015538676269531246,0.1070590078125
2024,3,10,WR,1,4,0.007267084960937489,0.007267084960937489
2024,3,10,WR,2,4,0.007993793457031238,0.015260878417968728
2024,3,10,WR,3,4,0.0029068339843749957,0.018167712402343723
2024,3,10,WR,4,4,0.0050869594726562425,0.023254671874999966
2024,3,10,TE,1,4,0.00975804418945312,0.00975804418945312
2024,3,10,TE,2,4,0.026021451171874987,0.03577949536132811
2024,3,10,TE,3,4,0.03577949536132811,0.07155899072265622
2024,3,10,TE,4,4,0.032526813964843734,0.10408580468749995
2024,3,11,QB,1,4,0.0,0.0
2024,3,11,QB,2,4,0.0,0.0
2024,3,11,QB,3,4,0.0,0.0
2024,3,11,QB,4,4,0.0,0.0
2024,3,11,RB,1,2,0.0833523786621093,0.0833523786621093
2024,3,11,RB,2,2,0.04366076977539059,0.1270131484374999
2024,3,11,WR,1,3,0.03659834399414065,0.03659834399414065
