format,season,position,worp_landmark,last_rank_meeting_landmark,players_meeting_landmark,replacement_starter_count_median,replacement_effective_rank_median
12T_SF_Start11,2024,TE,0.5,15,15,,23.5
12T_SF_Start11,2024,TE,0.75,11,11,,23.5
12T_SF_Start11,2025,QB,0.25,44,44,,27.5
12T_SF_Start11,2025,QB,0.5,37,37,,27.5
12T_SF_Start11,2025,QB,0.75,33,33,,27.5
12T_SF_Start11,2025,RB,0.25,50,50,,41.5
12T_SF_Start11,2025,RB,0.5,43,43,,41.5
12T_SF_Start11,2025,RB,0.75,36,36,,41.5
12T_SF_Start11,2025,WR,0.25,59,59,,52.5
12T_SF_Start11,2025,WR,0.5,46,46,,52.5
12T_SF_Start11,2025,WR,0.75,38,38,,52.5
12T_SF_Start11,2025,TE,0.25,27,27,,24.5
12T_SF_Start11,2025,TE,0.5,20,20,,24.5
12T_SF_Start11,2025,TE,0.75,13,13,,24.5
12T_SF_2TE_TEP_Start11,2016,QB,0.25,36,36,,27.5
12T_SF_2TE_TEP_Start11,2016,QB,0.5,30,30,,27.5
12T_SF_2TE_TEP_Start11,2016,QB,0.75,28,28,,27.5
12T_SF_2TE_TEP_Start11,2016,RB,0.25,44,44,,36.5
12T_SF_2TE_TEP_Start11,2016,RB,0.5,32,32,,36.5
12T_SF_2TE_TEP_Start11,2016,RB,0.75,26,26,,36.5
12T_SF_2TE_TEP_Start11,2016,WR,0.25,57,57,,51.5
12T_SF_2TE_TEP_Start11,2016,WR,0.5,46,46,,51.5
12T_SF_2TE_TEP_Start11,2016,WR,0.75,35,35,,51.5
12T_SF_2TE_TEP_Start11,2016,TE,0.25,40,40,,29.5
12T_SF_2TE_TEP_Start11,2016,TE,0.5,29,29,,29.5
12T_SF_2TE_TEP_Start11,2016,TE,0.75,24,24,,29.5
12T_SF_2TE_TEP_Start11,2017,QB,0.25,39,39,,27.5
12T_SF_2TE_TEP_Start11,2017,QB,0.5,34,34,,27.5
12T_SF_2TE_TEP_Start11,2017,QB,0.75,32,32,,27.5
12T_SF_2TE_TEP_Start11,2017,RB,0.25,49,49,,40.5
12T_SF_2TE_TEP_Start11,2017,RB,0.5,40,40,,40.5
12T_SF_2TE_TEP_Start11,2017,RB,0.75,27,27,,40.5
12T_SF_2TE_TEP_Start11,2017,WR,0.25,58,58,,49.5
12T_SF_2TE_TEP_Start11,2017,WR,0.5,43,43,,49.5
12T_SF_2TE_TEP_Start11,2017,WR,0.75,30,30,,49.5
12T_SF_2TE_TEP_Start11,2017,TE,0.25,31,31,,27.5
12T_SF_2TE_TEP_Start11,2017,TE,0.5,24,24,,27.5
12T_SF_2TE_TEP_Start11,2017,TE,0.75,20,20,,27.5
12T_SF_2TE_TEP_Start11,2018,QB,0.25,39,39,,27.5
12T_SF_2TE_TEP_Start11,2018,QB,0.5,34,34,,27.5
12T_SF_2TE_TEP_Start11,2018,QB,0.75,32,32,,27.5
12T_SF_2TE_TEP_Start11,2018,RB,0.25,45,45,,38.5
12T_SF_2TE_TEP_Start11,2018,RB,0.5,34,34,,38.5
12T_SF_2TE_TEP_Start11,2018,RB,0.75,30,30,,38.5
12T_SF_2TE_TEP_Start11,2018,WR,0.25,54,54,,52.5
12T_SF_2TE_TEP_Start11,2018,WR,0.5,41,41,,52.5
12T_SF_2TE_TEP_Start11,2018,WR,0.75,27,27,,52.5
12T_SF_2TE_TEP_Start11,2018,TE,0.25,26,26,,27.5
12T_SF_2TE_TEP_Start11,2018,TE,0.5,20,20,,27.5
12T_SF_2TE_TEP_Start11,2018,TE,0.75,15,15,,27.5
12T_SF_2TE_TEP_Start11,2019,QB,0.25,35,35,,27.5
12T_SF_2TE_TEP_Start11,2019,QB,0.5,31,31,,27.5
12T_SF_2TE_TEP_Start11,2019,QB,0.75,29,29,,27.5
12T_SF_2TE_TEP_Start11,2019,RB,0.25,47,47,,37.5
12T_SF_2TE_TEP_Start11,2019,RB,0.5,39,39,,37.5
12T_SF_2TE_TEP_Start11,2019,RB,0.75,28,28,,37.5
12T_SF_2TE_TEP_Start11,2019,WR,0.25,57,57,,50.5
12T_SF_2TE_TEP_Start11,2019,WR,0.5,41,41,,50.5
12T_SF_2TE_TEP_Start11,2019,WR,0.75,35,35,,50.5
12T_SF_2TE_TEP_Start11,2019,TE,0.25,34,34,,28.5
12T_SF_2TE_TEP_Start11,2019,TE,0.5,25,25,,28.5
12T_SF_2TE_TEP_Start11,2019,TE,0.75,15,15,,28.5
12T_SF_2TE_TEP_Start11,2020,QB,0.25,39,39,,27.5
12T_SF_2TE_TEP_Start11,2020,QB,0.5,33,33,,27.5
12T_SF_2TE_TEP_Start11,2020,QB,0.75,30,30,,27.5
12T_SF_2TE_TEP_Start11,2020,RB,0.25,47,47,,36.5
12T_SF_2TE_TEP_Start11,2020,RB,0.5,37,37,,36.5
12T_SF_2TE_TEP_Start11,2020,RB,0.75,29,29,,36.5
12T_SF_2TE_TEP_Start11,2020,WR,0.25,58,58,,51.5
12T_SF_2TE_TEP_Start11,2020,WR,0.5,43,43,,51.5
12T_SF_2TE_TEP_Start11,2020,WR,0.75,34,34,,51.5
12T_SF_2TE_TEP_Start11,2020,TE,0.25,32,32,,29.5
12T_SF_2TE_TEP_Start11,2020,TE,0.5,23,23,,29.5
12T_SF_2TE_TEP_Start11,2020,TE,0.75,22,22,,29.5
12T_SF_2TE_TEP_Start11,2021,QB,0.25,39,39,,27.5
12T_SF_2TE_TEP_Start11,2021,QB,0.5,35,35,,27.5
12T_SF_2TE_TEP_Start11,2021,QB,0.75,30,30,,27.5
12T_SF_2TE_TEP_Start11,2021,RB,0.25,48,48,,37.5
12T_SF_2TE_TEP_Start11,2021,RB,0.5,38,38,,37.5
12T_SF_2TE_TEP_Start11,2021,RB,0.75,28,28,,37.5
12T_SF_2TE_TEP_Start11,2021,WR,0.25,57,57,,51.5
12T_SF_2TE_TEP_Start11,2021,WR,0.5,42,42,,51.5
12T_SF_2TE_TEP_Start11,2021,WR,0.75,31,31,,51.5
12T_SF_2TE_TEP_Start11,2021,TE,0.25,31,31,,28.5
12T_SF_2TE_TEP_Start11,2021,TE,0.5,24,24,,28.5
12T_SF_2TE_TEP_Start11,2021,TE,0.75,22,22,,28.5
12T_SF_2TE_TEP_Start11,2022,QB,0.25,41,41,,27.5
12T_SF_2TE_TEP_Start11,2022,QB,0.5,35,35,,27.5
12T_SF_2TE_TEP_Start11,2022,QB,0.75,30,30,,27.5
12T_SF_2TE_TEP_Start11,2022,RB,0.25,44,44,,38.5
12T_SF_2TE_TEP_Start11,2022,RB,0.5,38,38,,38.5
12T_SF_2TE_TEP_Start11,2022,RB,0.75,33,33,,38.5
12T_SF_2TE_TEP_Start11,2022,WR,0.25,55,55,,52.5
12T_SF_2TE_TEP_Start11,2022,WR,0.5,40,40,,52.5
12T_SF_2TE_TEP_Start11,2022,WR,0.75,33,33,,52.5
12T_SF_2TE_TEP_Start11,2022,TE,0.25,36,36,,27.5
12T_SF_2TE_TEP_Start11,2022,TE,0.5,25,25,,27.5
12T_SF_2TE_TEP_Start11,2022,TE,0.75,20,20,,27.5
12T_SF_2TE_TEP_Start11,2023,QB,0.25,44,44,,27.5
12T_SF_2TE_TEP_Start11,2023,QB,0.5,32,32,,27.5
12T_SF_2TE_TEP_Start11,2023,QB,0.75,27,27,,27.5
12T_SF_2TE_TEP_Start11,2023,RB,0.25,43,43,,37.5
12T_SF_2TE_TEP_Start11,2023,RB,0.5,36,36,,37.5
12T_SF_2TE_TEP_Start11,2023,RB,0.75,35,35,,37.5
12T_SF_2TE_TEP_Start11,2023,WR,0.25,58,58,,51.5
12T_SF_2TE_TEP_Start11,2023,WR,0.5,46,46,,51.5
12T_SF_2TE_TEP_Start11,2023,WR,0.75,38,38,,51.5
12T_SF_2TE_TEP_Start11,2023,TE,0.25,33,33,,29.5
12T_SF_2TE_TEP_Start11,2023,TE,0.5,27,27,,29.5
12T_SF_2TE_TEP_Start11,2023,TE,0.75,22,22,,29.5
12T_SF_2TE_TEP_Start11,2024,QB,0.25,43,43,,27.5
12T_SF_2TE_TEP_Start11,2024,QB,0.5,34,34,,27.5
12T_SF_2TE_TEP_Start11,2024,QB,0.75,31,31,,27.5
12T_SF_2TE_TEP_Start11,2024,RB,0.25,44,44,,37.5
12T_SF_2TE_TEP_Start11,2024,RB,0.5,36,36,,37.5
12T_SF_2TE_TEP_Start11,2024,RB,0.75,30,30,,37.5
12T_SF_2TE_TEP_Start11,2024,WR,0.25,58,58,,51.5
12T_SF_2TE_TEP_Start11,2024,WR,0.5,47,47,,51.5
12T_SF_2TE_TEP_Start11,2024,WR,0.75,39,39,,51.5
12T_SF_2TE_TEP_Start11,2024,TE,0.25,35,35,,28.5
12T_SF_2TE_TEP_Start11,2024,TE,0.5,31,31,,28.5
12T_SF_2TE_TEP_Start11,2024,TE,0.75,23,23,,28.5
12T_SF_2TE_TEP_Start11,2025,QB,0.25,44,44,,27.5
12T_SF_2TE_TEP_Start11,2025,QB,0.5,36,36,,27.5
12T_SF_2TE_TEP_Start11,2025,QB,0.75,33,33,,27.5
12T_SF_2TE_TEP_Start11,2025,RB,0.25,45,45,,37.5
12T_SF_2TE_TEP_Start11,2025,RB,0.5,38,38,,37.5
12T_SF_2TE_TEP_Start11,2025,RB,0.75,32,32,,37.5
12T_SF_2TE_TEP_Start11,2025,WR,0.25,50,50,,47.5
12T_SF_2TE_TEP_Start11,2025,WR,0.5,41,41,,47.5
12T_SF_2TE_TEP_Start11,2025,WR,0.75,32,32,,47.5
12T_SF_2TE_TEP_Start11,2025,TE,0.25,38,38,,31.5
12T_SF_2TE_TEP_Start11,2025,TE,0.5,32,32,,31.5
12T_SF_2TE_TEP_Start11,2025,TE,0.75,27,27,,31.5
14T_SF_Start10,2016,QB,0.25,42,42,,31.5
14T_SF_Start10,2016,QB,0.5,38,38,,31.5
14T_SF_Start10,2016,QB,0.75,34,34,,31.5
14T_SF_Start10,2016,RB,0.25,52,52,,40.5
14T_SF_Start10,2016,RB,0.5,42,42,,40.5
14T_SF_Start10,2016,RB,0.75,32,32,,40.5
14T_SF_Start10,2016,WR,0.25,74,74,,58.5
14T_SF_Start10,2016,WR,0.5,57,57,,58.5
14T_SF_Start10,2016,WR,0.75,46,46,,58.5
14T_SF_Start10,2016,TE,0.25,26,26,,23.5
14T_SF_Start10,2016,TE,0.5,19,19,,23.5
14T_SF_Start10,2016,TE,0.75,11,11,,23.5
14T_SF_Start10,2017,QB,0.25,44,44,,31.5
14T_SF_Start10,2017,QB,0.5,40,40,,31.5
14T_SF_Start10,2017,QB,0.75,36,36,,31.5
14T_SF_Start10,2017,RB,0.25,56,56,,44.5
14T_SF_Start10,2017,RB,0.5,43,43,,44.5
14T_SF_Start10,2017,RB,0.75,37,37,,44.5
14T_SF_Start10,2017,WR,0.25,68,68,,55.5
14T_SF_Start10,2017,WR,0.5,52,52,,55.5
14T_SF_Start10,2017,WR,0.75,41,41,,55.5
14T_SF_Start10,2017,TE,0.25,23,23,,22.5
14T_SF_Start10,2017,TE,0.5,16,16,,22.5
14T_SF_Start10,2017,TE,0.75,11,11,,22.5
14T_SF_Start10,2018,QB,0.25,45,45,,31.5
14T_SF_Start10,2018,QB,0.5,40,40,,31.5
14T_SF_Start10,2018,QB,0.75,38,38,,31.5
14T_SF_Start10,2018,RB,0.25,56,56,,42.5
14T_SF_Start10,2018,RB,0.5,42,42,,42.5
14T_SF_Start10,2018,RB,0.75,33,33,,42.5
14T_SF_Start10,2018,WR,0.25,66,66,,58.5
14T_SF_Start10,2018,WR,0.5,51,51,,58.5
14T_SF_Start10,2018,WR,0.75,35,35,,58.5
14T_SF_Start10,2018,TE,0.25,17,17,,22.5
14T_SF_Start10,2018,TE,0.5,12,12,,22.5
14T_SF_Start10,2018,TE,0.75,6,6,,22.5
14T_SF_Start10,2019,QB,0.25,45,45,,31.5
14T_SF_Start10,2019,QB,0.5,37,37,,31.5
14T_SF_Start10,2019,QB,0.75,35,35,,31.5
14T_SF_Start10,2019,RB,0.25,53,53,,42.5
14T_SF_Start10,2019,RB,0.5,44,44,,42.5
14T_SF_Start10,2019,RB,0.75,36,36,,42.5
14T_SF_Start10,2019,WR,0.25,70,70,,57.5
14T_SF_Start10,2019,WR,0.5,54,54,,57.5
14T_SF_Start10,2019,WR,0.75,42,42,,57.5
14T_SF_Start10,2019,TE,0.25,22,22,,22.5
14T_SF_Start10,2019,TE,0.5,15,15,,22.5
14T_SF_Start10,2019,TE,0.75,9,9,,22.5
14T_SF_Start10,2020,QB,0.25,44,44,,31.5
14T_SF_Start10,2020,QB,0.5,41,41,,31.5
14T_SF_Start10,2020,QB,0.75,37,37,,31.5
14T_SF_Start10,2020,RB,0.25,52,52,,41.5
14T_SF_Start10,2020,RB,0.5,44,44,,41.5
14T_SF_Start10,2020,RB,0.75,31,31,,41.5
14T_SF_Start10,2020,WR,0.25,70,70,,59.5
14T_SF_Start10,2020,WR,0.5,54,54,,59.5
14T_SF_Start10,2020,WR,0.75,41,41,,59.5
14T_SF_Start10,2020,TE,0.25,23,23,,23.5
14T_SF_Start10,2020,TE,0.5,15,15,,23.5
14T_SF_Start10,2020,TE,0.75,9,9,,23.5
14T_SF_Start10,2021,QB,0.25,46,46,,31.5
14T_SF_Start10,2021,QB,0.5,40,40,,31.5
14T_SF_Start10,2021,QB,0.75,38,38,,31.5
14T_SF_Start10,2021,RB,0.25,59,59,,42.5
14T_SF_Start10,2021,RB,0.5,45,45,,42.5
14T_SF_Start10,2021,RB,0.75,36,36,,42.5
14T_SF_Start10,2021,WR,0.25,72,72,,57.5
14T_SF_Start10,2021,WR,0.5,51,51,,57.5
14T_SF_Start10,2021,WR,0.75,42,42,,57.5
14T_SF_Start10,2021,TE,0.25,22,22,,23.5
14T_SF_Start10,2021,TE,0.5,17,17,,23.5
14T_SF_Start10,2021,TE,0.75,12,12,,23.5
14T_SF_Start10,2022,QB,0.25,53,53,,31.5
14T_SF_Start10,2022,QB,0.5,41,41,,31.5
14T_SF_Start10,2022,QB,0.75,36,36,,31.5
14T_SF_Start10,2022,RB,0.25,55,55,,42.5
14T_SF_Start10,2022,RB,0.5,44,44,,42.5
14T_SF_Start10,2022,RB,0.75,39,39,,42.5
14T_SF_Start10,2022,WR,0.25,66,66,,57.5
14T_SF_Start10,2022,WR,0.5,53,53,,57.5
14T_SF_Start10,2022,WR,0.75,41,41,,57.5
14T_SF_Start10,2022,TE,0.25,21,21,,22.5
14T_SF_Start10,2022,TE,0.5,17,17,,22.5
14T_SF_Start10,2022,TE,0.75,7,7,,22.5
14T_SF_Start10,2023,QB,0.25,49,49,,31.5
14T_SF_Start10,2023,QB,0.5,46,46,,31.5
14T_SF_Start10,2023,QB,0.75,37,37,,31.5
14T_SF_Start10,2023,RB,0.25,47,47,,42.5
14T_SF_Start10,2023,RB,0.5,43,43,,42.5
14T_SF_Start10,2023,RB,0.75,36,36,,42.5
14T_SF_Start10,2023,WR,0.25,69,69,,57.5
14T_SF_Start10,2023,WR,0.5,53,53,,57.5
14T_SF_Start10,2023,WR,0.75,45,45,,57.5
14T_SF_Start10,2023,TE,0.25,23,23,,22.5
14T_SF_Start10,2023,TE,0.5,16,16,,22.5
14T_SF_Start10,2023,TE,0.75,12,12,,22.5
14T_SF_Start10,2024,QB,0.25,46,46,,31.5
14T_SF_Start10,2024,QB,0.5,44,44,,31.5
14T_SF_Start10,2024,QB,0.75,40,40,,31.5
14T_SF_Start10,2024,RB,0.25,47,47,,42.5
14T_SF_Start10,2024,RB,0.5,39,39,,42.5
14T_SF_Start10,2024,RB,0.75,34,34,,42.5
14T_SF_Start10,2024,WR,0.25,76,76,,58.5
14T_SF_Start10,2024,WR,0.5,56,56,,58.5
14T_SF_Start10,2024,WR,0.75,46,46,,58.5
14T_SF_Start10,2024,TE,0.25,26,26,,24.5
14T_SF_Start10,2024,TE,0.5,18,18,,24.5
14T_SF_Start10,2024,TE,0.75,11,11,,24.5
14T_SF_Start10,2025,QB,0.25,52,52,,31.5
14T_SF_Start10,2025,QB,0.5,44,44,,31.5
14T_SF_Start10,2025,QB,0.75,40,40,,31.5
14T_SF_Start10,2025,RB,0.25,52,52,,42.5
14T_SF_Start10,2025,RB,0.5,45,45,,42.5
14T_SF_Start10,2025,RB,0.75,39,39,,42.5
14T_SF_Start10,2025,WR,0.25,62,62,,54.5
14T_SF_Start10,2025,WR,0.5,48,48,,54.5
14T_SF_Start10,2025,WR,0.75,39,39,,54.5
14T_SF_Start10,2025,TE,0.25,29,29,,25.5
14T_SF_Start10,2025,TE,0.5,21,21,,25.5
14T_SF_Start10,2025,TE,0.75,15,15,,25.5
